03:37:10,sad,Unsatisfied
03:37:10,sad,Unsatisfied
03:37:10,neutral,Satisfied
03:37:11,happy,Satisfied
03:37:11,happy,Satisfied
03:37:11,neutral,Satisfied
03:37:11,happy,Satisfied
03:37:11,neutral,Satisfied
03:37:11,happy,Satisfied
03:37:11,happy,Satisfied
03:37:11,neutral,Satisfied
03:37:11,neutral,Satisfied
03:37:11,happy,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,sad,Unsatisfied
03:37:12,neutral,Satisfied
03:37:12,sad,Unsatisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:12,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:13,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,angry,Unsatisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:14,neutral,Satisfied
03:37:15,happy,Satisfied
03:37:15,happy,Satisfied
03:37:15,neutral,Satisfied
03:37:15,neutral,Satisfied
03:37:15,neutral,Satisfied
03:37:15,happy,Satisfied
03:37:15,happy,Satisfied
03:37:15,happy,Satisfied
03:37:15,sad,Unsatisfied
03:37:15,neutral,Satisfied
03:37:15,happy,Satisfied
03:37:16,neutral,Satisfied
03:37:16,happy,Satisfied
03:37:16,neutral,Satisfied
03:37:16,sad,Unsatisfied
03:37:16,happy,Satisfied
03:37:16,neutral,Satisfied
03:37:16,sad,Unsatisfied
03:37:16,happy,Satisfied
03:37:16,happy,Satisfied
03:37:16,happy,Satisfied
03:37:16,neutral,Satisfied
03:37:17,happy,Satisfied
03:37:17,happy,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:17,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,surprise,Satisfied
03:37:18,neutral,Satisfied
03:37:18,neutral,Satisfied
03:37:18,surprise,Satisfied
03:37:19,neutral,Satisfied
03:37:19,neutral,Satisfied
03:37:19,neutral,Satisfied
03:37:19,neutral,Satisfied
03:37:19,neutral,Satisfied
03:37:19,neutral,Satisfied
03:37:19,happy,Satisfied
03:37:19,neutral,Satisfied
03:37:19,surprise,Satisfied
03:37:19,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,happy,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:20,surprise,Satisfied
03:37:21,surprise,Satisfied
03:37:21,surprise,Satisfied
03:37:21,surprise,Satisfied
03:37:21,surprise,Satisfied
03:37:21,neutral,Satisfied
03:37:21,angry,Unsatisfied
03:37:21,angry,Unsatisfied
03:37:21,angry,Unsatisfied
03:37:21,angry,Unsatisfied
03:37:21,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:22,angry,Unsatisfied
03:37:23,angry,Unsatisfied
03:37:23,angry,Unsatisfied
03:37:23,angry,Unsatisfied
03:37:23,angry,Unsatisfied
03:37:23,angry,Unsatisfied
03:37:23,neutral,Satisfied
03:37:23,neutral,Satisfied
03:37:23,angry,Unsatisfied
